text,intent,action,target_group,parameter,value_type
"Ротор облегчённый P/N-876 оперативное время 1000, Кронштейн механический МУ 352 3.5",multi_set_parameter,set_multiple,all,top,absolute
увеличь такт у всех сборку на 3%,update_parameter,increase,сборка,takt,percent
у Фланец червячный МУ278 увеличь время операции на 0.1,update_parameter,increase,all,top,absolute
сделай эксплуатационные расходы у всех позиций равным 12,set_parameter,set,all,operating_costs,absolute
"для Подшипник облегчённый РЭ-910 стоимость 8, а для Шпиндель опорный P/N255 стоимость 0.6",multi_set_parameter,set_multiple,all,cost,absolute
у Фланец червячный КО 558 снизь оперативное время на 1.5,update_parameter,decrease,all,top,absolute
у Кронштейн литой РЧ 305 подними стоимости на 1.5,update_parameter,increase,all,cost,absolute
"Насос усиленный ВП-808 kz 1000, Вал механический АРТ-387 2.5",multi_set_parameter,set_multiple,all,kz,absolute
нарасти у редуктор загрузки на 10,update_parameter,increase,редуктор,kz,absolute
"Вал сварной РЧ 985 top 3.5, Толкатель Т-11 top 7, Кулачок паронитовый P/N 934 top 4.0",multi_set_parameter,set_multiple,all,top,absolute
сделай 2 новых позиции по данным РЦ-4,copy_items,copy,редуктор,none,count
"понизь оперативное время , загрузки у всех плазморезов на 3%",update_parameter,decrease,all,top,percent
"Шуруповёрт сварной МУ 408 время операции 1.2, Демпфер ДМ-3 1.8",multi_set_parameter,set_multiple,all,top,absolute
сократи робот. операции число станков на робота на 0.05,update_parameter,decrease,роботизированная операция,max_machines_per_robot,absolute
у Демпфер гидравлический УТ182 убавь стоимость на 8%,update_parameter,decrease,all,cost,percent
